Description:           Master Index of EDGAR Dissemination Feed by Company Name
Last Data Received:    September 30, 1994
Comments:              webmaster@sec.gov
Anonymous FTP:         ftp://ftp.sec.gov/edgar/
 
 
 
 
Company Name                                                  Form Type   CIK         Date Filed  File Name
BANC ONE CORP/OH/                                             10-Q        36090       1994-08-12  edgar/data/36090/0000950152-94-000826.txt           
BANC ONE CORP/OH/                                             S-8         36090       1994-08-19  edgar/data/36090/0000036090-94-000104.txt           
BANC ONE CORP/OH/                                             S-8         36090       1994-09-01  edgar/data/36090/0000036090-94-000109.txt           
BANCFLORIDA FINANCIAL CORP                                    15-12G      719146      1994-08-01  edgar/data/719146/0000950168-94-000254.txt          
BANCORP HAWAII INC                                            10-Q        46195       1994-08-12  edgar/data/46195/0000046195-94-000010.txt           
BANCORP HAWAII INC                                            424B1       46195       1994-09-16  edgar/data/46195/0000912057-94-003081.txt           
BANCORP HAWAII INC                                            S-3         46195       1994-07-28  edgar/data/46195/0000912057-94-002401.txt           
BANCORP HAWAII INC                                            S-8         46195       1994-07-28  edgar/data/46195/0000912057-94-002402.txt           
BANCTEC INC                                                   10-Q        318378      1994-08-05  edgar/data/318378/0000912057-94-002506.txt          
BANCTEC INC                                                   DEF 14A     318378      1994-07-13  edgar/data/318378/0000950109-94-001186.txt          
BANCTEXAS GROUP INC                                           10-Q        310979      1994-08-12  edgar/data/310979/0000950134-94-000984.txt          
BANCTEXAS GROUP INC                                           8-K         310979      1994-09-15  edgar/data/310979/0000950134-94-001115.txt          
BANCTEXAS GROUP INC                                           8-K         310979      1994-09-27  edgar/data/310979/0000950134-94-001138.txt          
BANCTEXAS GROUP INC                                           DEF 14A     310979      1994-07-18  edgar/data/310979/0000950134-94-000814.txt          
BANCTEXAS GROUP INC                                           DEFA14A     310979      1994-08-08  edgar/data/310979/0000950134-94-000881.txt          
BANCTEXAS GROUP INC                                           PREA14A     310979      1994-07-05  edgar/data/310979/0000950134-94-000768.txt          
BANCTEXAS GROUP INC                                           SC 13D      310979      1994-09-14  edgar/data/310979/0000950134-94-001111.txt          
BANDAG INC                                                    10-Q        9534        1994-08-11  edgar/data/9534/0000897069-94-000084.txt            
BANDAG INC                                                    SC 13G      9534        1994-08-08  edgar/data/9534/0000877318-94-000027.txt            
BANGOR HYDRO ELECTRIC CO                                      10-Q        9548        1994-08-11  edgar/data/9548/0000009548-94-000018.txt            
BANK OF BOSTON CORP                                           10-Q        36672       1994-08-15  edgar/data/36672/0000950109-94-001543.txt           
BANK OF NEW HAMPSHIRE CORP                                    10-Q        313857      1994-08-04  edgar/data/313857/0000313857-94-000007.txt          
BANK OF NEW YORK CO INC                                       10-K/A      9626        1994-09-19  edgar/data/9626/0000009626-94-000015.txt            
BANK OF NEW YORK CO INC                                       10-Q        9626        1994-08-11  edgar/data/9626/0000009626-94-000013.txt            
BANK OF NEW YORK CO INC                                       8-K         9626        1994-07-14  edgar/data/9626/0000009626-94-000012.txt            
BANK OF SAN FRANCISCO CO HOLDING CO                           10-Q        351238      1994-08-16  edgar/data/351238/0000351238-94-000003.txt          
BANKAMERICA CORP                                              10-Q        9672        1994-08-11  edgar/data/9672/0000898430-94-000575.txt            
BANKAMERICA CORP                                              424B2       9672        1994-08-26  edgar/data/9672/0000898430-94-000629.txt            
BANKAMERICA CORP                                              424B2       9672        1994-08-26  edgar/data/9672/0000898430-94-000630.txt            
BANKAMERICA CORP                                              424B2       9672        1994-08-26  edgar/data/9672/0000898430-94-000631.txt            
BANKAMERICA CORP                                              424B2       9672        1994-08-26  edgar/data/9672/0000898430-94-000632.txt            
BANKAMERICA CORP                                              424B2       9672        1994-09-14  edgar/data/9672/0000898430-94-000669.txt            
BANKAMERICA CORP                                              424B5       9672        1994-08-10  edgar/data/9672/0000898430-94-000567.txt            
BANKAMERICA CORP                                              424B5       9672        1994-08-23  edgar/data/9672/0000898430-94-000625.txt            
BANKAMERICA CORP                                              8-A12B      9672        1994-08-01  edgar/data/9672/0000950149-94-000154.txt            
BANKAMERICA CORP                                              8-A12B/A    9672        1994-08-26  edgar/data/9672/0000950149-94-000183.txt            
BANKAMERICA CORP                                              8-K         9672        1994-07-01  edgar/data/9672/0000009672-94-000016.txt            
BANKAMERICA CORP                                              8-K         9672        1994-07-19  edgar/data/9672/0000009672-94-000018.txt            
BANKAMERICA CORP                                              8-K         9672        1994-07-20  edgar/data/9672/0000009672-94-000021.txt            
BANKAMERICA CORP                                              8-K         9672        1994-08-12  edgar/data/9672/0000950149-94-000165.txt            
BANKAMERICA CORP                                              8-K         9672        1994-08-22  edgar/data/9672/0000950131-94-001382.txt            
BANKAMERICA CORP                                              8-K         9672        1994-09-01  edgar/data/9672/0000950149-94-000192.txt            
BANKAMERICA CORP                                              S-3/A       9672        1994-08-17  edgar/data/9672/0000898430-94-000612.txt            
BANKAMERICA CORP                                              S-8         9672        1994-08-25  edgar/data/9672/0000950149-94-000178.txt            
BANKERS TRUST NEW YORK CORP                                   10-Q        9749        1994-08-12  edgar/data/9749/0000009749-94-000081.txt            
BANKERS TRUST NEW YORK CORP                                   424B2       9749        1994-08-16  edgar/data/9749/0000950130-94-001234.txt            
BANKERS TRUST NEW YORK CORP                                   8-A12B      9749        1994-08-16  edgar/data/9749/0000950130-94-001233.txt            
BANKERS TRUST NEW YORK CORP                                   8-K         9749        1994-07-27  edgar/data/9749/0000009749-94-000078.txt            
BANKERS TRUST NEW YORK CORP                                   8-K         9749        1994-08-19  edgar/data/9749/0000950130-94-001244.txt            
BANKERS TRUST NEW YORK CORP                                   S-8         9749        1994-08-09  edgar/data/9749/0000950130-94-001181.txt            
BANPONCE CORP                                                 10-Q        763901      1994-08-12  edgar/data/763901/0000950144-94-001487.txt          
BANPONCE CORP                                                 424B2       763901      1994-08-03  edgar/data/763901/0000950144-94-001411.txt          
BANPONCE CORP                                                 8-K         763901      1994-08-04  edgar/data/763901/0000950144-94-001414.txt          
BANPONCE CORP                                                 S-3/A       763901      1994-07-19  edgar/data/763901/0000950144-94-001344.txt          
BANPONCE CORP                                                 S-3/A       763901      1994-07-21  edgar/data/763901/0000950144-94-001354.txt          
BANPONCE FINANCIAL CORP                                       424B2       877337      1994-08-03  edgar/data/877337/0000950144-94-001411.txt          
BANPONCE FINANCIAL CORP                                       S-3/A       877337      1994-07-19  edgar/data/877337/0000950144-94-001344.txt          
BANPONCE FINANCIAL CORP                                       S-3/A       877337      1994-07-21  edgar/data/877337/0000950144-94-001354.txt          
BANTA CORP                                                    10-Q        9801        1994-08-12  edgar/data/9801/0000009801-94-000010.txt            
BARD C R INC /NJ/                                             10-Q        9892        1994-08-12  edgar/data/9892/0000009892-94-000021.txt            
BARNES GROUP INC                                              10-Q        9984        1994-08-08  edgar/data/9984/0000009984-94-000008.txt            
BARNES GROUP INC                                              S-8 POS     9984        1994-07-18  edgar/data/9984/0000009984-94-000007.txt            
BARNETT CAROL                                                 SC 13G/A    901357      1994-08-17  edgar/data/901357/0000950144-94-001529.txt          
BAROID CORPORATION /DE                                        424B3       867516      1994-07-06  edgar/data/867516/0000030099-94-000052.txt          
BAROID CORPORATION /DE                                        S-4/A       867516      1994-07-01  edgar/data/867516/0000030099-94-000047.txt          
BARRETT BUSINESS SERVICES INC                                 10-Q        902791      1994-08-16  edgar/data/902791/0000892917-94-000084.txt          
BARRETT BUSINESS SERVICES INC                                 DEF 14A     902791      1994-07-08  edgar/data/902791/0000891020-94-000104.txt          
BARRETT BUSINESS SERVICES INC                                 S-8         902791      1994-08-17  edgar/data/902791/0000892917-94-000088.txt          
BARTON BEERS LTD                                              10-Q        914169      1994-07-08  edgar/data/914169/0000891839-94-000029.txt          
BARTON BEERS LTD                                              8-K         914169      1994-08-22  edgar/data/914169/0000891839-94-000031.txt          
BARTON BEERS LTD                                              8-K/A       914169      1994-09-08  edgar/data/914169/0000891839-94-000033.txt          
BARTON BRANDS LTD /DE/                                        10-Q        914168      1994-07-08  edgar/data/914168/0000891839-94-000029.txt          
BARTON BRANDS LTD /DE/                                        8-K         914168      1994-08-22  edgar/data/914168/0000891839-94-000031.txt          
BARTON BRANDS LTD /DE/                                        8-K/A       914168      1994-09-08  edgar/data/914168/0000891839-94-000033.txt          
BARTON BRANDS OF CALIFORNIA INC                               10-Q        914171      1994-07-08  edgar/data/914171/0000891839-94-000029.txt          
BARTON BRANDS OF CALIFORNIA INC                               8-K         914171      1994-08-22  edgar/data/914171/0000891839-94-000031.txt          
BARTON BRANDS OF CALIFORNIA INC                               8-K/A       914171      1994-09-08  edgar/data/914171/0000891839-94-000033.txt          
BARTON BRANDS OF GEORGIA INC                                  10-Q        914172      1994-07-08  edgar/data/914172/0000891839-94-000029.txt          
BARTON BRANDS OF GEORGIA INC                                  8-K         914172      1994-08-22  edgar/data/914172/0000891839-94-000031.txt          
BARTON BRANDS OF GEORGIA INC                                  8-K/A       914172      1994-09-08  edgar/data/914172/0000891839-94-000033.txt          
BARTON DISTILLERS IMPORT CORP                                 10-Q        914173      1994-07-08  edgar/data/914173/0000891839-94-000029.txt          
BARTON DISTILLERS IMPORT CORP                                 8-K         914173      1994-08-22  edgar/data/914173/0000891839-94-000031.txt          
BARTON DISTILLERS IMPORT CORP                                 8-K/A       914173      1994-09-08  edgar/data/914173/0000891839-94-000033.txt          
BARTON FINANCIAL CORP                                         10-Q        914174      1994-07-08  edgar/data/914174/0000891839-94-000029.txt          
BARTON FINANCIAL CORP                                         8-K         914174      1994-08-22  edgar/data/914174/0000891839-94-000031.txt          
BARTON FINANCIAL CORP                                         8-K/A       914174      1994-09-08  edgar/data/914174/0000891839-94-000033.txt          
BARTON INC                                                    10-Q        914167      1994-07-08  edgar/data/914167/0000891839-94-000029.txt          
BARTON INC                                                    8-K         914167      1994-08-22  edgar/data/914167/0000891839-94-000031.txt          
BARTON INC                                                    8-K/A       914167      1994-09-08  edgar/data/914167/0000891839-94-000033.txt          
BARTON MANAGEMENT INC                                         10-Q        914179      1994-07-08  edgar/data/914179/0000891839-94-000029.txt          
BARTON MANAGEMENT INC                                         8-K         914179      1994-08-22  edgar/data/914179/0000891839-94-000031.txt          
BARTON MANAGEMENT INC                                         8-K/A       914179      1994-09-08  edgar/data/914179/0000891839-94-000033.txt          
BASS MANAGEMENT TRUST                                         SC 13D/A    900165      1994-07-12  edgar/data/900165/0000897423-94-000025.txt          
BASS MANAGEMENT TRUST                                         SC 13D/A    900165      1994-07-19  edgar/data/900165/0000897423-94-000026.txt          
BASTIAN BRUCE W                                               SC 13D      926340      1994-07-05  edgar/data/926340/0000758004-94-000006.txt          
BATAVIA WINE CELLARS INC                                      10-Q        914160      1994-07-08  edgar/data/914160/0000891839-94-000029.txt          
BATAVIA WINE CELLARS INC                                      8-K         914160      1994-08-22  edgar/data/914160/0000891839-94-000031.txt          
BATAVIA WINE CELLARS INC                                      8-K/A       914160      1994-09-08  edgar/data/914160/0000891839-94-000033.txt          
BATTLE MOUNTAIN GOLD CO                                       10-Q        771498      1994-08-15  edgar/data/771498/0000950129-94-000661.txt          
BATTLE MOUNTAIN GOLD CO                                       S-3         771498      1994-07-08  edgar/data/771498/0000890566-94-000262.txt          
BATTLE MOUNTAIN GOLD CO                                       S-3/A       771498      1994-08-29  edgar/data/771498/0000890566-94-000321.txt          
BAUPOST GROUP INC                                             SC 13D      842322      1994-08-10  edgar/data/842322/0000865827-94-000016.txt          
BAUPOST GROUP INC                                             SC 13D      842322      1994-09-16  edgar/data/842322/0000842322-94-000007.txt          
BAUPOST GROUP INC                                             SC 13G      842322      1994-09-08  edgar/data/842322/0000842322-94-000004.txt          
BAUSCH & LOMB INC                                             10-Q        10427       1994-07-19  edgar/data/10427/0000010427-94-000010.txt           
BAUSCH & LOMB INC                                             10-Q        10427       1994-08-09  edgar/data/10427/0000010427-94-000012.txt           
BAUSCH & LOMB INC                                             8-K         10427       1994-08-08  edgar/data/10427/0000010427-94-000011.txt           
BAXTER INTERNATIONAL INC                                      10-Q        10456       1994-08-10  edgar/data/10456/0000912057-94-002578.txt           
BAXTER INTERNATIONAL INC                                      S-4/A       10456       1994-09-13  edgar/data/10456/0000912057-94-003033.txt           
BAYBANKS INC                                                  10-Q        10497       1994-08-12  edgar/data/10497/0000950135-94-000510.txt           
BAYBANKS INC                                                  S-8         10497       1994-07-11  edgar/data/10497/0000950135-94-000446.txt           
BAYFUNDS                                                      497         873934      1994-08-29  edgar/data/873934/0000873934-94-000009.txt          
BAYFUNDS                                                      497         873934      1994-08-29  edgar/data/873934/0000873934-94-000010.txt          
BAYFUNDS                                                      N-30D       873934      1994-08-30  edgar/data/873934/0000873934-94-000011.txt          
BAYFUNDS                                                      NSAR-A      873934      1994-08-29  edgar/data/873934/0000873934-94-000008.txt          
BAYOU STEEL CORP                                              10-K/A      807877      1994-08-31  edgar/data/807877/0000807877-94-000017.txt          
BAYOU STEEL CORP                                              10-Q        807877      1994-08-02  edgar/data/807877/0000807877-94-000014.txt          
BB BIOTECH AG                                                 SC 13D/A    924223      1994-08-09  edgar/data/924223/0000950133-94-000164.txt          
BB&T FINANCIAL CORP                                           10-Q        13839       1994-08-15  edgar/data/13839/0000950109-94-001545.txt           
BB&T FINANCIAL CORP                                           8-K         13839       1994-08-02  edgar/data/13839/0000950109-94-001343.txt           
BB&T FINANCIAL CORP                                           8-K         13839       1994-08-31  edgar/data/13839/0000950109-94-001631.txt           
BB&T FINANCIAL CORP                                           8-K/A       13839       1994-08-31  edgar/data/13839/0000950109-94-001634.txt           
BB&T FINANCIAL CORP                                           S-4         13839       1994-09-01  edgar/data/13839/0000950109-94-001636.txt           
BB&T FINANCIAL CORP                                           S-8         13839       1994-07-25  edgar/data/13839/0000950109-94-001245.txt           
BB&T FINANCIAL CORP                                           SC 13D      13839       1994-08-08  edgar/data/13839/0000950109-94-001405.txt           
BB&T FINANCIAL CORP                                           SC 13D      13839       1994-08-09  edgar/data/13839/0000908184-94-000031.txt           
BE HOLDINGS INC                                               10-Q        824776      1994-08-15  edgar/data/824776/0000824776-94-000008.txt          
BEAR STEARNS & CO INC                                         SC 13D      732831      1994-09-19  edgar/data/732831/0000909518-94-000160.txt          
BEAR STEARNS COMPANIES INC                                    10-Q        777001      1994-09-28  edgar/data/777001/0000909518-94-000166.txt          
BEAR STEARNS COMPANIES INC                                    424B3       777001      1994-07-08  edgar/data/777001/0000909518-94-000118.txt          
BEAR STEARNS COMPANIES INC                                    424B3       777001      1994-07-21  edgar/data/777001/0000909518-94-000125.txt          
BEAR STEARNS COMPANIES INC                                    424B3       777001      1994-07-27  edgar/data/777001/0000909518-94-000127.txt          
BEAR STEARNS COMPANIES INC                                    424B3       777001      1994-07-28  edgar/data/777001/0000909518-94-000128.txt          
BEAR STEARNS COMPANIES INC                                    424B3       777001      1994-07-29  edgar/data/777001/0000909518-94-000130.txt          
BEAR STEARNS COMPANIES INC                                    424B3       777001      1994-08-01  edgar/data/777001/0000909518-94-000132.txt          
BEAR STEARNS COMPANIES INC                                    424B3       777001      1994-08-01  edgar/data/777001/0000909518-94-000133.txt          
BEAR STEARNS COMPANIES INC                                    424B3       777001      1994-08-05  edgar/data/777001/0000909518-94-000134.txt          
BEAR STEARNS COMPANIES INC                                    424B3       777001      1994-08-09  edgar/data/777001/0000909518-94-000135.txt          
BEAR STEARNS COMPANIES INC                                    424B3       777001      1994-08-11  edgar/data/777001/0000909518-94-000136.txt          
BEAR STEARNS COMPANIES INC                                    424B3       777001      1994-08-11  edgar/data/777001/0000909518-94-000137.txt          
BEAR STEARNS COMPANIES INC                                    424B3       777001      1994-08-16  edgar/data/777001/0000909518-94-000140.txt          
BEAR STEARNS COMPANIES INC                                    424B3       777001      1994-08-19  edgar/data/777001/0000909518-94-000142.txt          
BEAR STEARNS COMPANIES INC                                    424B3       777001      1994-08-23  edgar/data/777001/0000909518-94-000143.txt          
BEAR STEARNS COMPANIES INC                                    424B3       777001      1994-08-23  edgar/data/777001/0000909518-94-000144.txt          
BEAR STEARNS COMPANIES INC                                    424B3       777001      1994-08-23  edgar/data/777001/0000909518-94-000145.txt          
BEAR STEARNS COMPANIES INC                                    424B3       777001      1994-08-24  edgar/data/777001/0000909518-94-000146.txt          
BEAR STEARNS COMPANIES INC                                    424B3       777001      1994-08-24  edgar/data/777001/0000909518-94-000147.txt          
BEAR STEARNS COMPANIES INC                                    424B3       777001      1994-08-25  edgar/data/777001/0000909518-94-000148.txt          
BEAR STEARNS COMPANIES INC                                    424B3       777001      1994-08-25  edgar/data/777001/0000909518-94-000149.txt          
BEAR STEARNS COMPANIES INC                                    424B3       777001      1994-08-31  edgar/data/777001/0000909518-94-000152.txt          
BEAR STEARNS COMPANIES INC                                    424B3       777001      1994-09-08  edgar/data/777001/0000909518-94-000153.txt          
BEAR STEARNS COMPANIES INC                                    424B3       777001      1994-09-09  edgar/data/777001/0000909518-94-000154.txt          
BEAR STEARNS COMPANIES INC                                    424B3       777001      1994-09-14  edgar/data/777001/0000909518-94-000155.txt          
BEAR STEARNS COMPANIES INC                                    424B3       777001      1994-09-16  edgar/data/777001/0000909518-94-000156.txt          
BEAR STEARNS COMPANIES INC                                    424B3       777001      1994-09-16  edgar/data/777001/0000909518-94-000157.txt          
BEAR STEARNS COMPANIES INC                                    424B3       777001      1994-09-16  edgar/data/777001/0000909518-94-000158.txt          
BEAR STEARNS COMPANIES INC                                    424B3       777001      1994-09-16  edgar/data/777001/0000909518-94-000159.txt          
BEAR STEARNS COMPANIES INC                                    424B3       777001      1994-09-22  edgar/data/777001/0000909518-94-000162.txt          
BEAR STEARNS COMPANIES INC                                    424B3       777001      1994-09-23  edgar/data/777001/0000909518-94-000164.txt          
BEAR STEARNS COMPANIES INC                                    424B3       777001      1994-09-28  edgar/data/777001/0000909518-94-000167.txt          
BEAR STEARNS COMPANIES INC                                    424B3       777001      1994-09-29  edgar/data/777001/0000909518-94-000168.txt          
BEAR STEARNS COMPANIES INC                                    424B5       777001      1994-07-18  edgar/data/777001/0000950112-94-001892.txt          
BEAR STEARNS COMPANIES INC                                    424B5       777001      1994-08-01  edgar/data/777001/0000950112-94-002004.txt          
BEAR STEARNS COMPANIES INC                                    424B5       777001      1994-09-16  edgar/data/777001/0000950112-94-002451.txt          
BEAR STEARNS COMPANIES INC                                    424B5       777001      1994-09-20  edgar/data/777001/0000950112-94-002482.txt          
BEAR STEARNS COMPANIES INC                                    8-A12B      777001      1994-07-19  edgar/data/777001/0000909518-94-000121.txt          
BEAR STEARNS COMPANIES INC                                    8-A12B/A    777001      1994-09-21  edgar/data/777001/0000909518-94-000161.txt          
BEAR STEARNS COMPANIES INC                                    8-K         777001      1994-07-26  edgar/data/777001/0000777001-94-000010.txt          
BEAR STEARNS COMPANIES INC                                    8-K         777001      1994-07-29  edgar/data/777001/0000909518-94-000129.txt          
BEAR STEARNS COMPANIES INC                                    DEFR14A     777001      1994-09-28  edgar/data/777001/0000909518-94-000165.txt          
BEAR STEARNS COMPANIES INC                                    S-3         777001      1994-09-29  edgar/data/777001/0000909518-94-000169.txt          
BEARINGS INC /OH/                                             10-K        109563      1994-09-26  edgar/data/109563/0000950152-94-000978.txt          
BEARINGS INC /OH/                                             DEF 14A     109563      1994-09-16  edgar/data/109563/0000950152-94-000942.txt          
BECKMAN INSTRUMENTS INC                                       10-Q        840467      1994-07-20  edgar/data/840467/0000840467-94-000005.txt          
BECTON DICKINSON & CO                                         10-Q        10795       1994-08-12  edgar/data/10795/0000950130-94-001210.txt           
BEDFORD PROPERTY INVESTORS INC/MD                             10-Q        910079      1994-08-12  edgar/data/910079/0000910079-94-000049.txt          
BEDFORD PROPERTY INVESTORS INC/MD                             8-K         910079      1994-08-24  edgar/data/910079/0000910079-94-000052.txt          
BEDFORD PROPERTY INVESTORS INC/MD                             8-K/A       910079      1994-08-05  edgar/data/910079/0000910079-94-000042.txt          
BEL APRIL 1994 GRANTOR ANNUITY TRUST                          SC 13D/A    923128      1994-09-16  edgar/data/923128/0000003327-94-000018.txt          
BEL APRIL 1994 GRANTOR ANNUITY TRUST                          SC 13D/A    923128      1994-09-16  edgar/data/923128/0000003327-94-000024.txt          
BEL GRANTOR ANNUITY TRUST                                     SC 13D/A    914623      1994-09-16  edgar/data/914623/0000003327-94-000022.txt          
BELL ATLANTIC CORP                                            10-Q        732712      1994-08-15  edgar/data/732712/0000950109-94-001534.txt          
BELL ATLANTIC CORP                                            8-K         732712      1994-07-21  edgar/data/732712/0000732712-94-000014.txt          
BELL ATLANTIC DELAWARE INC                                    10-Q        28729       1994-08-15  edgar/data/28729/0000950109-94-001529.txt           
BELL ATLANTIC MARYLAND INC                                    10-Q        19722       1994-08-15  edgar/data/19722/0000950109-94-001530.txt           
BELL ATLANTIC NEW JERSEY INC                                  10-Q        71428       1994-08-15  edgar/data/71428/0000950109-94-001528.txt           
BELL ATLANTIC PENNSYLVANIA INC                                10-Q        11107       1994-08-15  edgar/data/11107/0000950109-94-001527.txt           
BELL ATLANTIC VIRGINIA INC                                    10-Q        19725       1994-08-15  edgar/data/19725/0000950109-94-001532.txt           
BELL ATLANTIC WASHINGTON DC INC                               10-Q        19719       1994-08-15  edgar/data/19719/0000950109-94-001525.txt           
BELL ATLANTIC WEST VIRGINIA INC /                             10-Q        19724       1994-08-15  edgar/data/19724/0000950109-94-001531.txt           
BELL INDUSTRIES INC/DE/                                       10-K        314346      1994-09-01  edgar/data/314346/0000950150-94-000619.txt          
BELL INDUSTRIES INC/DE/                                       8-K         314346      1994-09-26  edgar/data/314346/0000950150-94-000636.txt          
BELL INDUSTRIES INC/DE/                                       DEF 14A     314346      1994-09-19  edgar/data/314346/0000950150-94-000629.txt          
BELLSOUTH CAPITAL FUNDING CORP                                424B3       815474      1994-09-13  edgar/data/815474/0000815474-94-000003.txt          
BELLSOUTH CAPITAL FUNDING CORP                                424B3       815474      1994-09-13  edgar/data/815474/0000815474-94-000004.txt          
BELLSOUTH CORP                                                10-Q        732713      1994-08-12  edgar/data/732713/0000732713-94-000015.txt          
BELLSOUTH CORP                                                8-K         732713      1994-08-02  edgar/data/732713/0000732713-94-000011.txt          
BELLSOUTH CORP                                                SC 13D      732713      1994-08-29  edgar/data/732713/0000950157-94-000113.txt          
BELLSOUTH TELECOMMUNICATIONS INC                              10-Q        92088       1994-08-12  edgar/data/92088/0000092088-94-000005.txt           
BELMONT CAPITAL PARTNERS II LP                                SC 13D/A    913867      1994-07-11  edgar/data/913867/0000913867-94-000004.txt          
BELO A H CORP                                                 10-Q        356080      1994-08-12  edgar/data/356080/0000950134-94-000974.txt          
BELO A H CORP                                                 8-K         356080      1994-09-19  edgar/data/356080/0000950134-94-001122.txt          
BELO A H CORP                                                 8-K/A       356080      1994-08-02  edgar/data/356080/0000950134-94-000857.txt          
BEMIS CO INC                                                  10-Q        11199       1994-08-10  edgar/data/11199/0000912057-94-002563.txt           
BENCHMARK FUNDS                                               NSAR-A      710124      1994-07-29  edgar/data/710124/0000710124-94-000008.txt          
BENHAM EQUITY FUNDS                                           NSAR-A      827060      1994-08-26  edgar/data/827060/0000827060-94-000001.txt          
BENHAM INTERNATIONAL FUNDS                                    NSAR-A      880268      1994-08-26  edgar/data/880268/0000880268-94-000001.txt          
BENHAM MUNICIPAL TRUST                                        NSAR-BT     746458      1994-08-01  edgar/data/746458/0000746458-94-000001.txt          
BENSON EYECARE CORP                                           S-4         803130      1994-09-12  edgar/data/803130/0000950109-94-001675.txt          
BENSON EYECARE CORP                                           SC 13D/A    803130      1994-07-05  edgar/data/803130/0000899140-94-000058.txt          
BERGEN BRUNSWIG CORP                                          10-Q        11454       1994-08-15  edgar/data/11454/0000011454-94-000016.txt           
BERKSHIRE HATHAWAY INC /DE/                                   10-Q        109694      1994-08-12  edgar/data/109694/0000950150-94-000588.txt          
BERKSHIRE HATHAWAY INC /DE/                                   SC 13G/A    109694      1994-09-09  edgar/data/109694/0000913827-94-000023.txt          
BERLITZ INTERNATIONAL INC                                     10-Q        856529      1994-08-15  edgar/data/856529/0000950142-94-000065.txt          
BERLITZ INTERNATIONAL INC                                     DEF 14A     856529      1994-07-12  edgar/data/856529/0000950123-94-001156.txt          
BERNICK CAROL L                                               SC 13D/A    904530      1994-09-16  edgar/data/904530/0000003327-94-000019.txt          
BERTUCCIS INC                                                 SC 13G/A    874971      1994-09-09  edgar/data/874971/0000766524-94-000160.txt          
BEST BUY CAPITAL LP                                           S-3         930410      1994-09-30  edgar/data/930410/0000912057-94-003287.txt          
BEST BUY CO INC                                               10-Q        764478      1994-07-11  edgar/data/764478/0000912057-94-002271.txt          
BEST BUY CO INC                                               10-Q        764478      1994-09-30  edgar/data/764478/0000912057-94-003288.txt          
BEST BUY CO INC                                               8-K         764478      1994-08-19  edgar/data/764478/0000912057-94-002741.txt          
BEST BUY CO INC                                               S-3         764478      1994-09-30  edgar/data/764478/0000912057-94-003287.txt          
BEST BUY CO INC                                               S-8         764478      1994-08-02  edgar/data/764478/0000912057-94-002446.txt          
BEST BUY CO INC                                               S-8         764478      1994-08-02  edgar/data/764478/0000912057-94-002447.txt          
BEST BUY CO INC                                               S-8         764478      1994-08-02  edgar/data/764478/0000912057-94-002448.txt          
BET HOLDINGS INC                                              SC 13G/A    879306      1994-08-05  edgar/data/879306/0000315066-94-001431.txt          
BETHLEHEM STEEL CORP /DE/                                     10-Q        11860       1994-08-11  edgar/data/11860/0000011860-94-000017.txt           
BETHLEHEM STEEL CORP /DE/                                     10-Q/A      11860       1994-08-11  edgar/data/11860/0000011860-94-000018.txt           
BETZ LABORATORIES INC                                         10-Q        11884       1994-08-12  edgar/data/11884/0000920049-94-000021.txt           
BETZ LABORATORIES INC                                         SC 13G      11884       1994-09-09  edgar/data/11884/0000315066-94-001522.txt           
BEVERLY ENTERPRISES INC /DE/                                  10-Q        812305      1994-08-12  edgar/data/812305/0000950134-94-000986.txt          
BEVERLY ENTERPRISES INC /DE/                                  S-4         812305      1994-07-08  edgar/data/812305/0000950134-94-000778.txt          
BEVERLY ENTERPRISES INC /DE/                                  S-4/A       812305      1994-08-05  edgar/data/812305/0000950134-94-000872.txt          
BEVERLY ENTERPRISES INC /DE/                                  S-8         812305      1994-09-21  edgar/data/812305/0000950134-94-001126.txt          
BEVERLY ENTERPRISES INC /DE/                                  SC 13G      812305      1994-08-04  edgar/data/812305/0000898318-94-000015.txt          
BEVERLY HILLS MEDICAL OFFICE PARTNERS L P                     10-Q        811800      1994-08-15  edgar/data/811800/0000811800-94-000001.txt          
BFC FINANCIAL CORP                                            10-Q        315858      1994-08-12  edgar/data/315858/0000315858-94-000008.txt          
BFC FINANCIAL CORP                                            DEF 14A     315858      1994-09-06  edgar/data/315858/0000315858-94-000009.txt          
BFM INSTITUTIONAL TRUST INC                                   NSAR-B      882298      1994-08-23  edgar/data/882298/0000882298-94-000004.txt          
BHC COMMUNICATIONS INC                                        10-Q        855433      1994-08-15  edgar/data/855433/0000855433-94-000004.txt          
BHC COMMUNICATIONS INC                                        SC 13D/A    855433      1994-08-24  edgar/data/855433/0000807249-94-000090.txt          
BHIRUD FUNDS INC                                              NSAR-B      888126      1994-09-27  edgar/data/888126/0000888126-94-000002.txt          
BIBB CO /DE                                                   10-Q        814570      1994-08-16  edgar/data/814570/0000814570-94-000008.txt          
BIC CORP                                                      10-Q        11975       1994-08-12  edgar/data/11975/0000011975-94-000022.txt           
BIG B INC                                                     10-Q        352720      1994-09-13  edgar/data/352720/0000921116-94-000008.txt          
BIG W OF FLORIDA INC                                          S-3         929265      1994-09-02  edgar/data/929265/0000912057-94-002949.txt          
BILTMORE FUNDS                                                485BPOS     881299      1994-07-26  edgar/data/881299/0000881299-94-000015.txt          
BILTMORE FUNDS                                                497         881299      1994-07-07  edgar/data/881299/0000881299-94-000013.txt          
