Description:           Master Index of EDGAR Dissemination Feed by Company Name
Last Data Received:    June 30, 1994
Comments:              webmaster@sec.gov
Anonymous FTP:         ftp://ftp.sec.gov/edgar/
 
 
 
 
Company Name                                                  Form Type   CIK         Date Filed  File Name
DEFINED ASSET FUNDS MUNICIPAL INVT TR FD MULTISTATE SER 9W    485BPOS     881821      1994-05-11  edgar/data/881821/0000950112-94-001260.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TR FD MULTISTATE SER 9W    497         881821      1994-05-23  edgar/data/881821/0000950112-94-001447.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TR FD MULTISTATE SER 9W    497         881821      1994-05-31  edgar/data/881821/0000950103-94-002981.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TR FD MULTISTATE SER 9X    485BPOS     881822      1994-05-18  edgar/data/881822/0000950112-94-001339.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TR FD MULTISTATE SER 9X    497         881822      1994-05-31  edgar/data/881822/0000950103-94-002982.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TR FD MULTISTATE SER 9X    497         881822      1994-05-31  edgar/data/881822/0000950112-94-001495.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TR FD MULTISTATE SER 9Y    485BPOS     881823      1994-05-18  edgar/data/881823/0000950112-94-001340.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TR FD MULTISTATE SER 9Y    497         881823      1994-05-31  edgar/data/881823/0000950103-94-002983.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TR FD MULTISTATE SER 9Y    497         881823      1994-05-31  edgar/data/881823/0000950112-94-001496.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TR FD MULTISTATE SER 9Z    485BPOS     881824      1994-06-15  edgar/data/881824/0000950112-94-001612.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TR FD MULTISTATE SER 9Z    497         881824      1994-05-31  edgar/data/881824/0000950103-94-002984.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TR FD MULTISTATE SER 9Z    497         881824      1994-06-27  edgar/data/881824/0000950112-94-001774.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TR FD MULTISTATE SER A     497         731715      1994-05-31  edgar/data/731715/0000950103-94-002190.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TR FD MULTISTATE SER B     497         733259      1994-05-31  edgar/data/733259/0000950103-94-002192.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TR FD MULTISTATE SER C     497         735402      1994-05-31  edgar/data/735402/0000950103-94-002193.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TR FD MULTISTATE SER D     497         737757      1994-05-31  edgar/data/737757/0000950103-94-002197.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TR FD MULTISTATE SER E     497         741258      1994-05-31  edgar/data/741258/0000950103-94-002199.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TR FD MULTISTATE SER F     497         742457      1994-05-31  edgar/data/742457/0000950103-94-002202.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TR FD MULTISTATE SER G     497         744482      1994-05-31  edgar/data/744482/0000950103-94-002204.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TR FD MULTISTATE SER H     497         745343      1994-05-31  edgar/data/745343/0000950103-94-002205.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TR FD MULTISTATE SER I     497         746555      1994-05-31  edgar/data/746555/0000950103-94-002207.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TR FD MULTISTATE SER J     485BPOS     748094      1994-04-06  edgar/data/748094/0000950112-94-000892.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TR FD MULTISTATE SER J     497         748094      1994-04-18  edgar/data/748094/0000950112-94-000975.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TR FD MULTISTATE SER J     497         748094      1994-05-31  edgar/data/748094/0000950103-94-002212.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TR FD MULTISTATE SER K     497         749757      1994-05-31  edgar/data/749757/0000950103-94-002217.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TR FD MULTISTATE SER L     485BPOS     750650      1994-06-08  edgar/data/750650/0000950112-94-001559.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TR FD MULTISTATE SER L     497         750650      1994-05-31  edgar/data/750650/0000950103-94-002224.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TR FD MULTISTATE SER L     497         750650      1994-06-20  edgar/data/750650/0000950112-94-001650.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TR FD MULTISTATE SER M     497         751653      1994-05-31  edgar/data/751653/0000950103-94-002229.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TR FD MULTISTATE SER N     497         752734      1994-05-31  edgar/data/752734/0000950103-94-002231.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TR FD MULTISTATE SER O     497         753349      1994-05-31  edgar/data/753349/0000950103-94-002236.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TR FD MULTISTATE SER P     497         754043      1994-05-31  edgar/data/754043/0000950103-94-002237.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TR FD MULTISTATE SER Q     497         755120      1994-05-31  edgar/data/755120/0000950103-94-002241.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TR FD MULTISTATE SER R     497         755894      1994-05-31  edgar/data/755894/0000950103-94-002245.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TR FD MULTISTATE SER S     497         756839      1994-05-31  edgar/data/756839/0000950103-94-002248.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TR FD MULTISTATE SER T     497         757099      1994-05-31  edgar/data/757099/0000950103-94-002250.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TR FD MULTISTATE SER U     497         757839      1994-05-31  edgar/data/757839/0000950103-94-002254.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TR FD MULTISTATE SER V     497         759422      1994-05-31  edgar/data/759422/0000950103-94-002256.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TR FD MULTISTATE SER W     497         761192      1994-05-31  edgar/data/761192/0000950103-94-002267.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TR FD MULTISTATE SER X     497         761189      1994-05-31  edgar/data/761189/0000950103-94-002266.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TR FD MULTISTATE SER Y     497         762124      1994-05-31  edgar/data/762124/0000950103-94-002268.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TR FD MULTISTATE SER Z     497         762134      1994-05-31  edgar/data/762134/0000950103-94-002269.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TR FD NEW JERSEY SER 1     497         760566      1994-05-31  edgar/data/760566/0000950103-94-002261.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TR FD NEW JERSEY SER 2     497         760743      1994-05-31  edgar/data/760743/0000950103-94-002265.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TR FD NEW JERSEY SER 3     497         781464      1994-05-31  edgar/data/781464/0000950103-94-002648.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TR FD NEW JERSEY SER 4     497         781471      1994-05-31  edgar/data/781471/0000950103-94-002649.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TR FD NEW YORK PUT SER 1   497         746574      1994-06-01  edgar/data/746574/0000950103-94-003086.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TR FD NEW YORK PUT SER 2   497         752745      1994-05-31  edgar/data/752745/0000950103-94-002232.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TR FD NEW YORK PUT SER 4   497         759756      1994-05-31  edgar/data/759756/0000950103-94-002258.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TR FD NEW YORK SER 100     485BPOS     773555      1994-05-18  edgar/data/773555/0000950112-94-001347.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TR FD NEW YORK SER 100     497         773555      1994-05-31  edgar/data/773555/0000950103-94-002313.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TR FD NEW YORK SER 100     497         773555      1994-05-31  edgar/data/773555/0000950112-94-001497.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TR FD NEW YORK SER 105     497         782070      1994-05-31  edgar/data/782070/0000950103-94-002670.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TR FD NEW YORK SER 106     497         782075      1994-05-31  edgar/data/782075/0000950103-94-002671.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TR FD NEW YORK SER 107     497         782077      1994-05-31  edgar/data/782077/0000950103-94-002672.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TR FD NEW YORK SER 108     497         782079      1994-05-31  edgar/data/782079/0000950103-94-002673.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TR FD NEW YORK SER 109     497         782083      1994-05-31  edgar/data/782083/0000950103-94-002674.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TR FD NEW YORK SER 110     497         782085      1994-04-01  edgar/data/782085/0000950112-94-000866.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TR FD NEW YORK SER 110     497         782085      1994-05-31  edgar/data/782085/0000950103-94-002675.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TR FD NEW YORK SER 111     485BPOS     782087      1994-05-18  edgar/data/782087/0000950112-94-001341.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TR FD NEW YORK SER 111     497         782087      1994-05-31  edgar/data/782087/0000950103-94-002676.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TR FD NEW YORK SER 111     497         782087      1994-05-31  edgar/data/782087/0000950112-94-001498.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TR FD NEW YORK SER 112     485BPOS     782090      1994-04-13  edgar/data/782090/0000950112-94-000935.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TR FD NEW YORK SER 112     497         782090      1994-04-25  edgar/data/782090/0000950112-94-001085.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TR FD NEW YORK SER 112     497         782090      1994-05-31  edgar/data/782090/0000950103-94-002677.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TR FD NEW YORK SER 19      497         311710      1994-05-31  edgar/data/311710/0000950103-94-002132.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TR FD NEW YORK SER 20      497         311978      1994-05-31  edgar/data/311978/0000950103-94-002133.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TR FD NEW YORK SER 22      497         312567      1994-05-31  edgar/data/312567/0000950103-94-002134.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TR FD NEW YORK SER 27      485BPOS     314868      1994-04-06  edgar/data/314868/0000950112-94-000898.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TR FD NEW YORK SER 27      497         314868      1994-04-18  edgar/data/314868/0000950112-94-000982.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TR FD NEW YORK SER 27      497         314868      1994-05-31  edgar/data/314868/0000950103-94-002139.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TR FD NEW YORK SER 28      497         315347      1994-05-31  edgar/data/315347/0000950103-94-002140.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TR FD NEW YORK SER 29      497         317722      1994-05-31  edgar/data/317722/0000950103-94-002141.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TR FD NEW YORK SER 35      497         351728      1994-05-31  edgar/data/351728/0000950103-94-002142.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TR FD NEW YORK SER 37      485BPOS     353473      1994-05-20  edgar/data/353473/0000950112-94-001411.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TR FD NEW YORK SER 38      24F-2NT     354652      1994-06-30  edgar/data/354652/0000950103-94-003172.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TR FD NEW YORK SER 39      24F-2NT     355170      1994-04-06  edgar/data/355170/0000950103-94-001957.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TR FD NEW YORK SER 41      485BPOS     356913      1994-05-20  edgar/data/356913/0000950112-94-001412.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TR FD NEW YORK SER 53      485BPOS     705376      1994-06-24  edgar/data/705376/0000950112-94-001747.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TR FD NEW YORK SER 54      485BPOS     706754      1994-04-22  edgar/data/706754/0000950112-94-001070.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TR FD NEW YORK SER 55      485BPOS     707367      1994-04-22  edgar/data/707367/0000950112-94-001071.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TR FD NEW YORK SER 56      485BPOS     708028      1994-04-22  edgar/data/708028/0000950112-94-001072.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TR FD NEW YORK SER 57      24F-2NT     708816      1994-06-30  edgar/data/708816/0000950103-94-003173.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TR FD NEW YORK SER 59      485BPOS     709370      1994-06-24  edgar/data/709370/0000950112-94-001748.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TR FD NEW YORK SER 61      24F-2NT     711316      1994-04-06  edgar/data/711316/0000950103-94-001967.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TR FD NEW YORK SER 66      24F-2NT     715383      1994-06-30  edgar/data/715383/0000950103-94-003174.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TR FD NEW YORK SER 67      485BPOS     716409      1994-05-20  edgar/data/716409/0000950112-94-001413.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TR FD NEW YORK SER 70      485BPOS     718548      1994-06-24  edgar/data/718548/0000950112-94-001741.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TR FD NEW YORK SER 71      485BPOS     719438      1994-06-24  edgar/data/719438/0000950112-94-001742.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TR FD NEW YORK SER 71      497         719438      1994-05-31  edgar/data/719438/0000950103-94-002173.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TR FD NEW YORK SER 72      24F-2NT     719968      1994-04-06  edgar/data/719968/0000950103-94-001970.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TR FD NEW YORK SER 75      485BPOS     722419      1994-06-24  edgar/data/722419/0000950112-94-001743.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TR FD NEW YORK SER 80      24F-2NT     733964      1994-04-06  edgar/data/733964/0000950103-94-001973.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TR FD NEW YORK SER 83      497         740163      1994-05-31  edgar/data/740163/0000950103-94-002198.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TR FD NEW YORK SER 84      497         742055      1994-05-31  edgar/data/742055/0000950103-94-002201.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TR FD NEW YORK SER 90      497         751517      1994-05-31  edgar/data/751517/0000950103-94-002226.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TR FD NEW YORK SER 91      497         720727      1994-05-31  edgar/data/720727/0000950103-94-002177.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TR FD NEW YORK SER 93      497         763760      1994-05-31  edgar/data/763760/0000950103-94-002273.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TR FD NEW YORK SER 94      497         764470      1994-05-31  edgar/data/764470/0000950103-94-002278.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TR FD NEW YORK SER 95      497         765223      1994-05-31  edgar/data/765223/0000950103-94-002285.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TR FD NEW YORK SER 96      497         767032      1994-05-31  edgar/data/767032/0000950103-94-002295.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TR FD NEW YORK SER A       497         725648      1994-05-31  edgar/data/725648/0000950103-94-002185.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TR FD PENNSYLVANIA SER 12  485BPOS     277283      1994-04-06  edgar/data/277283/0000950112-94-000899.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TR FD PENNSYLVANIA SER 12  497         277283      1994-04-18  edgar/data/277283/0000950112-94-000983.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TR FD PENNSYLVANIA SER 12  497         277283      1994-04-18  edgar/data/277283/0000950112-94-000987.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TR FD PENNSYLVANIA SER 12  497         277283      1994-04-18  edgar/data/277283/0000950112-94-000991.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TR FD PENNSYLVANIA SER 14  497         310940      1994-05-31  edgar/data/310940/0000950103-94-002131.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TR FD PENNSYLVANIA SER 15  497         313105      1994-05-31  edgar/data/313105/0000950103-94-002135.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TR FD PENNSYLVANIA SER 23  497         715807      1994-05-31  edgar/data/715807/0000950103-94-002162.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TR FD PENNSYLVANIA SER 24  24F-2NT     717231      1994-04-06  edgar/data/717231/0000950103-94-001969.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TR FD PENNSYLVANIA SER 25  485BPOS     719043      1994-05-20  edgar/data/719043/0000950112-94-001414.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TR FD PENNSYLVANIA SER 27  497         723741      1994-05-31  edgar/data/723741/0000950103-94-002183.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TR FD PENNSYLVANIA SER A   497         735403      1994-05-31  edgar/data/735403/0000950103-94-002194.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TR FD TEXAS INS SER 2      497         752199      1994-05-31  edgar/data/752199/0000950103-94-002230.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TR FD TEXAS INS SER 5      497         757079      1994-05-31  edgar/data/757079/0000950103-94-002249.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TR FUND MULTISTATE SER 8Y  497         868169      1994-05-31  edgar/data/868169/0000950103-94-002950.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TRUST FD INSURED SER 169   497         803823      1994-05-31  edgar/data/803823/0000950103-94-002743.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TRUST FD INSURED SER 172   497         803829      1994-05-31  edgar/data/803829/0000950103-94-002746.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TRUST FUND OHIO SERIES 1   485BPOS     720511      1994-05-11  edgar/data/720511/0000950112-94-001261.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TRUST FUND OHIO SERIES 1   497         720511      1994-05-23  edgar/data/720511/0000950112-94-001449.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TRUST FUND OHIO SERIES 1   497         720511      1994-05-31  edgar/data/720511/0000950103-94-002176.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TRUST FUND OHIO SERIES 2   485BPOS     723530      1994-05-11  edgar/data/723530/0000950112-94-001262.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TRUST FUND OHIO SERIES 2   497         723530      1994-05-23  edgar/data/723530/0000950112-94-001450.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TRUST FUND OHIO SERIES 2   497         723530      1994-05-31  edgar/data/723530/0000950103-94-002182.txt          
DEFINED ASSET FUNDS MUNICIPAL INVT TRUST FUND OHIO SERIES 3   497         725023      1994-05-31  edgar/data/725023/0000950103-94-002184.txt          
DEFINED ASSSET FUNDS MUNICIPAL INVT TR FD MULTISTATE SER 9T   485BPOS     868191      1994-04-13  edgar/data/868191/0000950112-94-000933.txt          
DEFINED ASSSET FUNDS MUNICIPAL INVT TR FD MULTISTATE SER 9T   497         868191      1994-04-25  edgar/data/868191/0000950112-94-001092.txt          
DEFINED ASSSET FUNDS MUNICIPAL INVT TR FD MULTISTATE SER 9T   497         868191      1994-05-31  edgar/data/868191/0000950103-94-002971.txt          
DEKALB GENETICS CORP                                          10-Q        835015      1994-04-14  edgar/data/835015/0000835015-94-000021.txt          
DEKALB TRUST/                                                 NSAR-A      887397      1994-06-29  edgar/data/887397/0000887397-94-000002.txt          
DELAFIELD FUND INC                                            NSAR-A      912896      1994-05-26  edgar/data/912896/0000912896-94-000001.txt          
DELAWARE GROUP CASH RESERVE INC                               NSAR-B      230173      1994-05-25  edgar/data/230173/0000027937-94-000007.txt          
DELAWARE GROUP DELAWARE FUND INC                              NSAR-A      27801       1994-06-24  edgar/data/27801/0000027937-94-000011.txt           
DELAWARE GROUP DELCAP FUND INC                                NSAR-A      778108      1994-05-25  edgar/data/778108/0000027937-94-000008.txt          
DELAWARE GROUP TAX FREE FUND INC                              NSAR-A      728352      1994-04-19  edgar/data/728352/0000027937-94-000006.txt          
DELAWARE GROUP TAX FREE MONEY FUND INC /                      NSAR-B      320572      1994-06-24  edgar/data/320572/0000320572-94-000001.txt          
DELAWARE MANAGEMENT CO INC/DEL                                SC 13G/A    727770      1994-04-07  edgar/data/727770/0000727770-94-000037.txt          
DELAWARE MANAGEMENT CO INC/DEL                                SC 13G/A    727770      1994-04-08  edgar/data/727770/0000727770-94-000038.txt          
DELAWARE POOLED TRUST INC                                     NSAR-A      875352      1994-06-24  edgar/data/875352/0000027937-94-000012.txt          
DELCHAMPS INC                                                 10-Q        729970      1994-05-11  edgar/data/729970/0000906280-94-000025.txt          
DELCHAMPS INC                                                 S-8         729970      1994-05-16  edgar/data/729970/0000906280-94-000026.txt          
DELCHAMPS INC                                                 SC 13D/A    729970      1994-06-20  edgar/data/729970/0000807249-94-000064.txt          
DELL COMPUTER CORP                                            10-K        826083      1994-04-01  edgar/data/826083/0000950134-94-000347.txt          
DELL COMPUTER CORP                                            10-Q        826083      1994-06-08  edgar/data/826083/0000950134-94-000674.txt          
DELL COMPUTER CORP                                            DEF 14A     826083      1994-05-24  edgar/data/826083/0000950134-94-000615.txt          
DELL COMPUTER CORP                                            SC 13G      826083      1994-04-07  edgar/data/826083/0000315066-94-001084.txt          
DELMARVA POWER & LIGHT CO /DE/                                10-Q        27879       1994-05-13  edgar/data/27879/0000950109-94-000848.txt           
DELMARVA POWER & LIGHT CO /DE/                                8-K         27879       1994-05-25  edgar/data/27879/0000950109-94-000903.txt           
DELMARVA POWER & LIGHT CO /DE/                                DEF 14A     27879       1994-04-21  edgar/data/27879/0000950116-94-000051.txt           
DELMARVA POWER & LIGHT CO /DE/                                DEFA14A     27879       1994-05-10  edgar/data/27879/0000950116-94-000057.txt           
DELMARVA POWER & LIGHT CO /DE/                                S-3         27879       1994-05-27  edgar/data/27879/0000950109-94-000912.txt           
DELTA AIR LINES INC /DE/                                      10-Q        27904       1994-05-16  edgar/data/27904/0000950109-94-000856.txt           
DELTA WOODSIDE INDUSTRIES INC /SC/                            10-Q        806624      1994-05-17  edgar/data/806624/0000806624-94-000005.txt          
DELTONA CORP                                                  NT 10-Q     27984       1994-05-16  edgar/data/27984/0000027984-94-000008.txt           
DELUXE CORP                                                   10-K/A      27996       1994-04-04  edgar/data/27996/0000912057-94-001266.txt           
DELUXE CORP                                                   10-Q        27996       1994-05-16  edgar/data/27996/0000912057-94-001766.txt           
DELUXE CORP                                                   S-8         27996       1994-05-11  edgar/data/27996/0000912057-94-001647.txt           
DEN NORSKE BANK AS                                            SC 13D      923121      1994-05-13  edgar/data/923121/0000950172-94-000086.txt          
DEPOSIT GUARANTY CORP                                         10-Q        28209       1994-05-16  edgar/data/28209/0000950134-94-000599.txt           
DEPOSITORS FUND OF BOSTON INC                                 NSAR-B      28221       1994-05-23  edgar/data/28221/0000028221-94-000001.txt           
DETOMASO INDUSTRIES INC                                       10-Q        28367       1994-05-20  edgar/data/28367/0000950112-94-001361.txt           
DG INVESTOR SERIES                                            24F-2NT     883843      1994-04-15  edgar/data/883843/0000883843-94-000001.txt          
DG INVESTOR SERIES                                            485APOS     883843      1994-05-27  edgar/data/883843/0000883843-94-000007.txt          
DG INVESTOR SERIES                                            485BPOS     883843      1994-04-27  edgar/data/883843/0000883843-94-000003.txt          
DG INVESTOR SERIES                                            497         883843      1994-05-02  edgar/data/883843/0000883843-94-000005.txt          
DG INVESTOR SERIES                                            N-30D       883843      1994-05-02  edgar/data/883843/0000883843-94-000006.txt          
DG INVESTOR SERIES                                            NSAR-B      883843      1994-04-29  edgar/data/883843/0000883843-94-000004.txt          
DIAL CORP /DE/                                                10-Q        884219      1994-05-12  edgar/data/884219/0000884219-94-000037.txt          
DIAL CORP /DE/                                                11-K        884219      1994-06-28  edgar/data/884219/0000884219-94-000044.txt          
DIAL CORP /DE/                                                11-K        884219      1994-06-28  edgar/data/884219/0000884219-94-000045.txt          
DIAL CORP /DE/                                                11-K        884219      1994-06-28  edgar/data/884219/0000884219-94-000046.txt          
DIAL PAGE INC /DE/                                            SC 13D      882363      1994-05-13  edgar/data/882363/0000315066-94-001182.txt          
DIAL PAGE INC /DE/                                            SC 13D      882363      1994-05-13  edgar/data/882363/0000315066-94-001183.txt          
DIAMOND SHAMROCK INC                                          10-Q        810316      1994-05-13  edgar/data/810316/0000810316-94-000011.txt          
DIAMOND SHAMROCK OFFSHORE PARTNERS LTD PARTNERSHIP            10-Q        773350      1994-05-10  edgar/data/773350/0000950131-94-000611.txt          
DIAMOND SHAMROCK OFFSHORE PARTNERS LTD PARTNERSHIP            PREM14C     773350      1994-05-13  edgar/data/773350/0000950129-94-000394.txt          
DIAMOND SHAMROCK OFFSHORE PARTNERS LTD PARTNERSHIP            PRER14C     773350      1994-06-23  edgar/data/773350/0000950129-94-000509.txt          
DIAMOND SHAMROCK OFFSHORE PARTNERS LTD PARTNERSHIP            SC 13D      773350      1994-05-06  edgar/data/773350/0000950129-94-000368.txt          
DIAMOND SHAMROCK OFFSHORE PARTNERS LTD PARTNERSHIP            SC 13D/A    773350      1994-04-25  edgar/data/773350/0000950131-94-000554.txt          
DIAMOND SHAMROCK OFFSHORE PARTNERS LTD PARTNERSHIP            SC 13D/A    773350      1994-04-26  edgar/data/773350/0000950131-94-000556.txt          
DIAMOND SHAMROCK OFFSHORE PARTNERS LTD PARTNERSHIP            SC 13E3     773350      1994-05-13  edgar/data/773350/0000950129-94-000393.txt          
DIAMOND SHAMROCK OFFSHORE PARTNERS LTD PARTNERSHIP            SC 13E3/A   773350      1994-06-23  edgar/data/773350/0000950129-94-000507.txt          
DICKSTEIN PARTNERS INC                                        SC 13D      922415      1994-05-04  edgar/data/922415/0000922423-94-000014.txt          
DICKSTEIN PARTNERS INC                                        SC 13D      922415      1994-05-06  edgar/data/922415/0000922423-94-000016.txt          
DICKSTEIN PARTNERS INC                                        SC 13D/A    922415      1994-05-20  edgar/data/922415/0000922423-94-000019.txt          
DICKSTEIN PARTNERS INC                                        SC 13D/A    922415      1994-05-23  edgar/data/922415/0000922423-94-000021.txt          
DIGITAL EQUIPMENT CORP                                        10-Q        28887       1994-05-16  edgar/data/28887/0000028887-94-000021.txt           
DIGITAL EQUIPMENT CORP                                        8-K         28887       1994-04-21  edgar/data/28887/0000028887-94-000020.txt           
DILLARD DEPARTMENT STORES INC                                 10-K        28917       1994-04-29  edgar/data/28917/0000028917-94-000006.txt           
DILLARD DEPARTMENT STORES INC                                 10-Q        28917       1994-06-13  edgar/data/28917/0000028917-94-000009.txt           
DILLARD DEPARTMENT STORES INC                                 DEF 14A     28917       1994-04-11  edgar/data/28917/0000028917-94-000001.txt           
DILLARD DEPARTMENT STORES INC                                 SC 13G/A    28917       1994-04-08  edgar/data/28917/0000888002-94-000106.txt           
DINSMORE & SHOHL                                              S-4         906318      1994-04-01  edgar/data/906318/0000906318-94-000003.txt          
DINSMORE & SHOHL                                              S-4         906318      1994-04-15  edgar/data/906318/0000906318-94-000004.txt          
DISCOVER CREDIT CORP                                          10-Q        815743      1994-05-13  edgar/data/815743/0000815743-94-000005.txt          
