Description:           Master Index of EDGAR Dissemination Feed by Company Name
Last Data Received:    December 31, 1994
Comments:              webmaster@sec.gov
Anonymous FTP:         ftp://ftp.sec.gov/edgar/
 
 
 
 
Company Name                                                  Form Type   CIK         Date Filed  File Name
CAESARS WORLD INC                                             SC 13D/A    16095       1994-12-29  edgar/data/16095/0000807249-94-000132.txt           
CAESARS WORLD INC                                             SC 14D1     16095       1994-12-23  edgar/data/16095/0000950109-94-002393.txt           
CAESARS WORLD INC                                             SC 14D9     16095       1994-12-23  edgar/data/16095/0000950109-94-002395.txt           
CALA CO                                                       S-4         880803      1994-11-14  edgar/data/880803/0000950150-94-000726.txt          
CALA CO                                                       S-4         880803      1994-11-14  edgar/data/880803/0000950150-94-000727.txt          
CALA FOODS INC                                                S-4         838196      1994-11-14  edgar/data/838196/0000950150-94-000726.txt          
CALA FOODS INC                                                S-4         838196      1994-11-14  edgar/data/838196/0000950150-94-000727.txt          
CALGON CARBON CORPORATION                                     10-Q        812701      1994-11-10  edgar/data/812701/0000950132-94-000251.txt          
CALIFORNIA ENERGY CO INC                                      10-Q        720556      1994-11-14  edgar/data/720556/0000720556-94-000053.txt          
CALIFORNIA ENERGY CO INC                                      10-Q/A      720556      1994-12-21  edgar/data/720556/0000720556-94-000057.txt          
CALIFORNIA ENERGY CO INC                                      8-K         720556      1994-10-06  edgar/data/720556/0000950136-94-000184.txt          
CALIFORNIA ENERGY CO INC                                      8-K         720556      1994-10-26  edgar/data/720556/0000950136-94-000192.txt          
CALIFORNIA ENERGY CO INC                                      8-K         720556      1994-11-22  edgar/data/720556/0000720556-94-000054.txt          
CALIFORNIA ENERGY CO INC                                      8-K         720556      1994-12-06  edgar/data/720556/0000720556-94-000055.txt          
CALIFORNIA ENERGY CO INC                                      8-K         720556      1994-12-09  edgar/data/720556/0000950136-94-000226.txt          
CALIFORNIA ENERGY CO INC                                      DEFA14A     720556      1994-11-09  edgar/data/720556/0000899140-94-000111.txt          
CALIFORNIA ENERGY CO INC                                      DEFA14A     720556      1994-11-09  edgar/data/720556/0000899140-94-000113.txt          
CALIFORNIA ENERGY CO INC                                      DEFA14A     720556      1994-11-18  edgar/data/720556/0000899140-94-000125.txt          
CALIFORNIA ENERGY CO INC                                      DEFA14A     720556      1994-11-22  edgar/data/720556/0000899140-94-000130.txt          
CALIFORNIA ENERGY CO INC                                      DEFC14A     720556      1994-11-07  edgar/data/720556/0000899140-94-000107.txt          
CALIFORNIA ENERGY CO INC                                      DFAN14A     720556      1994-10-26  edgar/data/720556/0000950136-94-000191.txt          
CALIFORNIA ENERGY CO INC                                      DFAN14A     720556      1994-11-07  edgar/data/720556/0000899140-94-000108.txt          
CALIFORNIA ENERGY CO INC                                      DFAN14A     720556      1994-11-28  edgar/data/720556/0000899140-94-000134.txt          
CALIFORNIA ENERGY CO INC                                      DFAN14A     720556      1994-11-28  edgar/data/720556/0000899140-94-000135.txt          
CALIFORNIA ENERGY CO INC                                      PREC14A     720556      1994-11-01  edgar/data/720556/0000899140-94-000101.txt          
CALIFORNIA ENERGY CO INC                                      PREN14A     720556      1994-10-13  edgar/data/720556/0000899140-94-000087.txt          
CALIFORNIA ENERGY CO INC                                      PRES14A     720556      1994-11-21  edgar/data/720556/0000899140-94-000128.txt          
CALIFORNIA ENERGY CO INC                                      S-4         720556      1994-12-23  edgar/data/720556/0000950136-94-000236.txt          
CALIFORNIA ENERGY CO INC                                      SC 13E3     720556      1994-12-23  edgar/data/720556/0000950136-94-000237.txt          
CALIFORNIA ENERGY CO INC                                      SC 14D1     720556      1994-10-06  edgar/data/720556/0000950136-94-000183.txt          
CALIFORNIA ENERGY CO INC                                      SC 14D1     720556      1994-12-09  edgar/data/720556/0000950136-94-000225.txt          
CALIFORNIA ENERGY CO INC                                      SC 14D1/A   720556      1994-10-20  edgar/data/720556/0000899140-94-000091.txt          
CALIFORNIA ENERGY CO INC                                      SC 14D1/A   720556      1994-10-21  edgar/data/720556/0000899140-94-000093.txt          
CALIFORNIA ENERGY CO INC                                      SC 14D1/A   720556      1994-10-24  edgar/data/720556/0000899140-94-000098.txt          
CALIFORNIA ENERGY CO INC                                      SC 14D1/A   720556      1994-10-26  edgar/data/720556/0000950136-94-000190.txt          
CALIFORNIA ENERGY CO INC                                      SC 14D1/A   720556      1994-11-02  edgar/data/720556/0000899140-94-000103.txt          
CALIFORNIA ENERGY CO INC                                      SC 14D1/A   720556      1994-12-27  edgar/data/720556/0000950136-94-000242.txt          
CALIFORNIA LIMITED MATURITY TAX FREE PORTFOLIO                NSAR-A      892304      1994-11-18  edgar/data/892304/0000892304-94-000002.txt          
CALIFORNIA MUNICIPAL CASH TRUST                               24F-2NT     846071      1994-11-29  edgar/data/846071/0000846071-94-000005.txt          
CALIFORNIA MUNICIPAL CASH TRUST                               NSAR-B      846071      1994-11-29  edgar/data/846071/0000846071-94-000004.txt          
CALIFORNIA PETROLEUM TRANSPORT CORP                           S-3         923649      1994-11-09  edgar/data/923649/0000950103-94-003643.txt          
CALIFORNIA PRODUCTS CO                                        10-K        914163      1994-11-29  edgar/data/914163/0000891839-94-000041.txt          
CALIFORNIA PRODUCTS CO                                        10-K/A      914163      1994-12-23  edgar/data/914163/0000891839-94-000042.txt          
CALIFORNIA PRODUCTS CO                                        8-K         914163      1994-10-21  edgar/data/914163/0000891839-94-000035.txt          
CALIFORNIA PRODUCTS CO                                        8-K         914163      1994-11-07  edgar/data/914163/0000891839-94-000037.txt          
CALIFORNIA PRODUCTS CO                                        8-K/A       914163      1994-10-06  edgar/data/914163/0000891839-94-000034.txt          
CALIFORNIA PRODUCTS CO                                        8-K/A       914163      1994-11-01  edgar/data/914163/0000891839-94-000036.txt          
CALIFORNIA SEVEN ASSOCIATES LTD PARTNERSHIP                   10-Q        765506      1994-11-14  edgar/data/765506/0000765506-94-000011.txt          
CALIFORNIA TAX FREE PORTFOLIO                                 NSAR-BT     892305      1994-11-29  edgar/data/892305/0000892305-94-000002.txt          
CALIFORNIA WATER SERVICE CO                                   10-Q        16422       1994-11-04  edgar/data/16422/0000016422-94-000005.txt           
CALLAWAY GOLF CO /CA                                          SC 13G/A    837465      1994-10-07  edgar/data/837465/0000315066-94-001654.txt          
CALMAT CO                                                     10-Q        23533       1994-11-14  edgar/data/23533/0000023533-94-000011.txt           
CALMAT CO                                                     S-8         23533       1994-11-03  edgar/data/23533/0000023533-94-000010.txt           
CALPETRO TANKERS BAHAMAS I LTD                                S-3         923652      1994-11-09  edgar/data/923652/0000950103-94-003643.txt          
CALPETRO TANKERS BAHAMAS II LTD                               S-3         923655      1994-11-09  edgar/data/923655/0000950103-94-003643.txt          
CALPETRO TANKERS BAHAMAS III LTD                              S-3         923656      1994-11-09  edgar/data/923656/0000950103-94-003643.txt          
CALPETRO TANKERS IOM LTD                                      S-3         923657      1994-11-09  edgar/data/923657/0000950103-94-003643.txt          
CALVERT CASH RESERVES                                         NSAR-A      701219      1994-12-14  edgar/data/701219/0000701219-94-000002.txt          
CALVERT FUND                                                  NSAR-A      701039      1994-12-14  edgar/data/701039/0000701039-94-000004.txt          
CALVERT SOCIAL INVESTMENT FUND                                NSAR-A      356682      1994-12-14  edgar/data/356682/0000356682-94-000004.txt          
CALVERT WORLD VALUES FUND INC                                 NSAR-A      884110      1994-12-14  edgar/data/884110/0000884110-94-000002.txt          
CAMBREX CORP                                                  10-Q        820081      1994-11-14  edgar/data/820081/0000950123-94-001862.txt          
CAMBREX CORP                                                  11-K        820081      1994-12-29  edgar/data/820081/0000950123-94-002116.txt          
CAMBREX CORP                                                  8-K         820081      1994-10-27  edgar/data/820081/0000950123-94-001724.txt          
CAMBREX CORP                                                  8-K/A       820081      1994-12-29  edgar/data/820081/0000950123-94-002118.txt          
CAMBRIDGE ELECTRIC LIGHT CO                                   10-Q        16573       1994-11-14  edgar/data/16573/0000016573-94-000003.txt           
CAMBRIDGE SERIES TRUST                                        24F-2NT     883428      1994-11-28  edgar/data/883428/0000908184-94-000058.txt          
CAMBRIDGE SERIES TRUST                                        485BPOS     883428      1994-10-11  edgar/data/883428/0000916641-94-000118.txt          
CAMBRIDGE SERIES TRUST                                        485BPOS     883428      1994-10-19  edgar/data/883428/0000916641-94-000122.txt          
CAMBRIDGE SERIES TRUST                                        497         883428      1994-10-27  edgar/data/883428/0000916641-94-000127.txt          
CAMBRIDGE SERIES TRUST                                        N-30D       883428      1994-12-01  edgar/data/883428/0000916641-94-000146.txt          
CAMBRIDGE SERIES TRUST                                        NSAR-B      883428      1994-11-29  edgar/data/883428/0000883428-94-000005.txt          
CAMBRIDGE TECHNOLOGY PARTNERS MASSACHUSETTS INC               SC 13G      895462      1994-10-07  edgar/data/895462/0000766524-94-000181.txt          
CAMCO INTERNATIONAL INC                                       SC 13G      913267      1994-10-07  edgar/data/913267/0000315066-94-001655.txt          
CAMPBELL SOUP CO                                              10-K        16732       1994-10-07  edgar/data/16732/0000893220-94-000416.txt           
CAMPBELL SOUP CO                                              10-K/A      16732       1994-11-07  edgar/data/16732/0000893220-94-000440.txt           
CAMPBELL SOUP CO                                              10-Q        16732       1994-12-14  edgar/data/16732/0000893220-94-000497.txt           
CAMPBELL SOUP CO                                              DEF 14A     16732       1994-10-07  edgar/data/16732/0000893220-94-000415.txt           
CAMPBELL SOUP CO                                              S-8         16732       1994-12-16  edgar/data/16732/0000893220-94-000501.txt           
CANAL ELECTRIC CO                                             10-Q        16906       1994-11-14  edgar/data/16906/0000016573-94-000004.txt           
CANANDAIGUA WEST INC                                          10-K        928683      1994-11-29  edgar/data/928683/0000891839-94-000041.txt          
CANANDAIGUA WEST INC                                          10-K/A      928683      1994-12-23  edgar/data/928683/0000891839-94-000042.txt          
CANANDAIGUA WEST INC                                          8-K         928683      1994-10-21  edgar/data/928683/0000891839-94-000035.txt          
CANANDAIGUA WEST INC                                          8-K         928683      1994-11-07  edgar/data/928683/0000891839-94-000037.txt          
CANANDAIGUA WEST INC                                          8-K/A       928683      1994-10-06  edgar/data/928683/0000891839-94-000034.txt          
CANANDAIGUA WEST INC                                          8-K/A       928683      1994-11-01  edgar/data/928683/0000891839-94-000036.txt          
CANANDAIGUA WINE CO INC                                       10-C        16918       1994-11-23  edgar/data/16918/0000891839-94-000039.txt           
CANANDAIGUA WINE CO INC                                       10-K        16918       1994-11-29  edgar/data/16918/0000891839-94-000041.txt           
CANANDAIGUA WINE CO INC                                       10-K/A      16918       1994-12-23  edgar/data/16918/0000891839-94-000042.txt           
CANANDAIGUA WINE CO INC                                       424B1       16918       1994-11-10  edgar/data/16918/0000950131-94-001720.txt           
CANANDAIGUA WINE CO INC                                       8-K         16918       1994-10-21  edgar/data/16918/0000891839-94-000035.txt           
CANANDAIGUA WINE CO INC                                       8-K         16918       1994-11-07  edgar/data/16918/0000891839-94-000037.txt           
CANANDAIGUA WINE CO INC                                       8-K/A       16918       1994-10-06  edgar/data/16918/0000891839-94-000034.txt           
CANANDAIGUA WINE CO INC                                       8-K/A       16918       1994-11-01  edgar/data/16918/0000891839-94-000036.txt           
CANANDAIGUA WINE CO INC                                       DEF 14A     16918       1994-12-28  edgar/data/16918/0000950130-94-001785.txt           
CANANDAIGUA WINE CO INC                                       S-3         16918       1994-10-12  edgar/data/16918/0000950131-94-001538.txt           
CANANDAIGUA WINE CO INC                                       S-3/A       16918       1994-10-19  edgar/data/16918/0000950131-94-001572.txt           
CANANDAIGUA WINE CO INC                                       S-3/A       16918       1994-11-08  edgar/data/16918/0000950131-94-001692.txt           
CANANDAIGUA WINE CO INC                                       S-8         16918       1994-11-22  edgar/data/16918/0000891839-94-000038.txt           
CANANDAIGUA WINE CO INC                                       S-8 POS     16918       1994-11-29  edgar/data/16918/0000891839-94-000040.txt           
CANANDAIGUA WINE CO INC                                       SC 13D/A    16918       1994-12-15  edgar/data/16918/0000905718-94-000047.txt           
CAPCO AUTOMOTIVE PRODUCTS CORP                                SC 13G      919549      1994-11-08  edgar/data/919549/0000315066-94-001725.txt          
CAPITAL ASSOCIATES INC                                        10-Q        804188      1994-10-06  edgar/data/804188/0000804188-94-000016.txt          
CAPITAL ASSOCIATES INC                                        10-Q/A      804188      1994-10-06  edgar/data/804188/0000804188-94-000018.txt          
CAPITAL AUTO RECEIVABLES INC                                  10-Q        893958      1994-11-14  edgar/data/893958/0000893958-94-000015.txt          
CAPITAL CASH MANAGEMENT TRUST                                 NSAR-B      93832       1994-12-07  edgar/data/93832/0000093832-94-000002.txt           
CAPITAL CITIES ABC INC /NY/                                   10-Q        17109       1994-11-09  edgar/data/17109/0000950130-94-001584.txt           
CAPITAL CITY BANK GROUP INC                                   10-Q        726601      1994-11-10  edgar/data/726601/0000726601-94-000025.txt          
CAPITAL CITY BANK GROUP INC                                   8-K         726601      1994-11-25  edgar/data/726601/0000726601-94-000031.txt          
CAPITAL CITY BANK GROUP INC                                   SC 13D/A    726601      1994-10-21  edgar/data/726601/0000726601-94-000023.txt          
CAPITAL CITY BANK GROUP INC                                   SC 13D/A    726601      1994-11-15  edgar/data/726601/0000726601-94-000028.txt          
CAPITAL CITY BANK GROUP INC                                   SC 13D/A    726601      1994-11-15  edgar/data/726601/0000726601-94-000029.txt          
CAPITAL GROUP COMPANIES INC                                   SC 13G/A    732812      1994-11-08  edgar/data/732812/0000732812-94-000019.txt          
CAPITAL GROUP COMPANIES INC                                   SC 13G/A    732812      1994-11-08  edgar/data/732812/0000732812-94-000020.txt          
CAPITAL GROUP INC                                             SC 13G      732812      1994-10-06  edgar/data/732812/0000732812-94-000015.txt          
CAPITAL GROUP INC                                             SC 13G/A    732812      1994-10-06  edgar/data/732812/0000732812-94-000014.txt          
CAPITAL GROWTH MORTGAGE INVESTORS L P                         10-Q        798533      1994-11-14  edgar/data/798533/0000798533-94-000002.txt          
CAPITAL PROPERTIES INC /RI/                                   10QSB       202947      1994-11-15  edgar/data/202947/0000202947-94-000006.txt          
CAPITAL REALTY INVESTORS TAX EXEMPT FUND LTD PARTNERSHIP      SC 13G      799690      1994-10-11  edgar/data/799690/0000823393-94-000024.txt          
CAPITAL REALTY INVESTORS TAX EXEMPT FUND LTD PARTNERSHIP      SC 13G/A    799690      1994-11-15  edgar/data/799690/0000823393-94-000032.txt          
CAPITAL VALUE FUND INC                                        NSAR-A      893969      1994-11-25  edgar/data/893969/0000893969-94-000003.txt          
CAPSTEAD MORTGAGE CORP                                        10-Q        766701      1994-11-08  edgar/data/766701/0000950109-94-002021.txt          
CAPSTONE GROWTH FUND INC                                      NSAR-B      79179       1994-12-28  edgar/data/79179/0000079179-94-000004.txt           
CAPSTONE INTERNATIONAL SERIES TRUST                           NSAR-B      793601      1994-12-28  edgar/data/793601/0000793601-94-000003.txt          
CAPSTONE SERIES INC                                           NSAR-B      39454       1994-12-08  edgar/data/39454/0000039454-94-000002.txt           
CARDINAL FUND INC                                             NSAR-B      17493       1994-11-21  edgar/data/17493/0000017493-94-000003.txt           
CARDINAL FUND INC                                             NSAR-B      17493       1994-11-22  edgar/data/17493/0000017493-94-000006.txt           
CARDINAL GOVERNMENT OBLIGATIONS FUND                          NSAR-B      783413      1994-11-21  edgar/data/783413/0000783413-94-000002.txt          
CARDINAL GOVERNMENT OBLIGATIONS FUND                          NSAR-B      783413      1994-11-22  edgar/data/783413/0000783413-94-000004.txt          
CARDINAL GOVERNMENT SECURITIES TRUST                          NSAR-B      315779      1994-11-22  edgar/data/315779/0000315779-94-000002.txt          
CARDINAL GROUP                                                NSAR-B      899580      1994-11-22  edgar/data/899580/0000899580-94-000004.txt          
CARDINAL HEALTH INC                                           10-Q        721371      1994-11-08  edgar/data/721371/0000950152-94-001109.txt          
CARDINAL HEALTH INC                                           DEF 14A     721371      1994-10-14  edgar/data/721371/0000950152-94-001030.txt          
CARDINAL HEALTH INC                                           SC 13G      721371      1994-10-07  edgar/data/721371/0000315066-94-001656.txt          
CARDINAL TAX EXEMPT MONEY TRUST                               NSAR-B      716313      1994-11-22  edgar/data/716313/0000716313-94-000003.txt          
CARENETWORK INC                                               SC 13D      867188      1994-10-07  edgar/data/867188/0000049071-94-000030.txt          
CARILLON INVESTMENT TRUST                                     NSAR-B      820432      1994-12-28  edgar/data/820432/0000820432-94-000002.txt          
CARLISLE COMPANIES INC                                        10-Q        790051      1994-11-10  edgar/data/790051/0000912057-94-003776.txt          
CARLISLE COMPANIES INC                                        10-Q/A      790051      1994-12-28  edgar/data/790051/0000912057-94-004335.txt          
CARLISLE COMPANIES INC                                        S-3         790051      1994-12-05  edgar/data/790051/0000912057-94-004099.txt          
CARLISLE COMPANIES INC                                        S-3         790051      1994-12-29  edgar/data/790051/0000912057-94-004351.txt          
CARLISLE COMPANIES INC                                        S-8         790051      1994-12-05  edgar/data/790051/0000912057-94-004100.txt          
CARLISLE PLASTICS INC                                         10-Q        846902      1994-11-10  edgar/data/846902/0000950135-94-000640.txt          
CARLISLE PLASTICS INC                                         S-4         846902      1994-12-13  edgar/data/846902/0000950135-94-000701.txt          
CARLYLE REAL ESTATE LTD PARTNERSHIP X                         10-Q        314459      1994-11-14  edgar/data/314459/0000892626-94-000176.txt          
CARLYLE REAL ESTATE LTD PARTNERSHIP XI                        10-Q        350667      1994-11-14  edgar/data/350667/0000892626-94-000164.txt          
CARLYLE REAL ESTATE LTD PARTNERSHIP XI                        8-K         350667      1994-12-23  edgar/data/350667/0000892626-94-000212.txt          
CARLYLE REAL ESTATE LTD PARTNERSHIP XII                       10-Q        700949      1994-11-14  edgar/data/700949/0000892626-94-000177.txt          
CARLYLE REAL ESTATE LTD PARTNERSHIP XII                       8-K         700949      1994-12-16  edgar/data/700949/0000892626-94-000205.txt          
CARLYLE REAL ESTATE LTD PARTNERSHIP XII                       8-K         700949      1994-12-23  edgar/data/700949/0000892626-94-000213.txt          
CARLYLE REAL ESTATE LTD PARTNERSHIP XIII                      10-Q        711604      1994-11-14  edgar/data/711604/0000892626-94-000190.txt          
CARLYLE REAL ESTATE LTD PARTNERSHIP XIII                      10-Q/A      711604      1994-11-30  edgar/data/711604/0000892626-94-000194.txt          
CARLYLE REAL ESTATE LTD PARTNERSHIP XIV /IL/                  10-Q        737291      1994-11-14  edgar/data/737291/0000892626-94-000183.txt          
CARLYLE REAL ESTATE LTD PARTNERSHIP XV                        10-Q        761023      1994-11-14  edgar/data/761023/0000892626-94-000181.txt          
CARLYLE REAL ESTATE LTD PARTNERSHIP XV                        8-K         761023      1994-12-19  edgar/data/761023/0000892626-94-000206.txt          
CARLYLE REAL ESTATE LTD PARTNERSHIP XVI                       10-Q        789950      1994-11-14  edgar/data/789950/0000892626-94-000182.txt          
CARLYLE REAL ESTATE LTD PARTNERSHIP XVI                       8-K         789950      1994-12-19  edgar/data/789950/0000892626-94-000207.txt          
CARMIKE CINEMAS INC                                           10-Q        799088      1994-10-25  edgar/data/799088/0000950144-94-001853.txt          
CARMIKE CINEMAS INC                                           424B1       799088      1994-11-18  edgar/data/799088/0000950144-94-002028.txt          
CARMIKE CINEMAS INC                                           8-K         799088      1994-10-13  edgar/data/799088/0000950144-94-001778.txt          
CARMIKE CINEMAS INC                                           8-K         799088      1994-10-26  edgar/data/799088/0000950144-94-001864.txt          
CARMIKE CINEMAS INC                                           S-3         799088      1994-10-25  edgar/data/799088/0000950144-94-001854.txt          
CARMIKE CINEMAS INC                                           S-3/A       799088      1994-11-10  edgar/data/799088/0000950144-94-001953.txt          
CAROLCO PICTURES INC                                          10-Q        801441      1994-11-15  edgar/data/801441/0000801441-94-000015.txt          
CAROLCO PICTURES INC                                          8-K         801441      1994-11-04  edgar/data/801441/0000801441-94-000013.txt          
CAROLCO PICTURES INC                                          SC 13D/A    801441      1994-12-15  edgar/data/801441/0000950127-94-000040.txt          
CAROLINA FIRST CORP                                           10-Q        797871      1994-11-14  edgar/data/797871/0000950168-94-000364.txt          
CAROLINA FREIGHT CORP                                         10-Q        706166      1994-10-25  edgar/data/706166/0000950144-94-001855.txt          
CAROLINA POWER & LIGHT CO                                     10-Q        17797       1994-11-10  edgar/data/17797/0000017797-94-000027.txt           
CAROLINA POWER & LIGHT CO                                     424B3       17797       1994-12-21  edgar/data/17797/0000950120-94-000056.txt           
CAROLINA TELEPHONE & TELEGRAPH CO                             10-Q        275177      1994-11-14  edgar/data/275177/0000275177-94-000019.txt          
CARPENTER TECHNOLOGY CORP                                     10-Q        17843       1994-11-10  edgar/data/17843/0000017843-94-000037.txt           
CARPENTER TECHNOLOGY CORP                                     424B2       17843       1994-10-05  edgar/data/17843/0000017843-94-000035.txt           
CARR REALTY CORP                                              SC 13G/A    893577      1994-11-08  edgar/data/893577/0000315066-94-001726.txt          
CARROLS CORP                                                  10-Q        17927       1994-11-14  edgar/data/17927/0000017927-94-000016.txt           
CARTER WALLACE INC /DE/                                       10-Q        18000       1994-11-10  edgar/data/18000/0000018000-94-000008.txt           
CASCADE NATURAL GAS CORP                                      10-Q        18072       1994-11-14  edgar/data/18072/0000892917-94-000112.txt           
CASCADE NATURAL GAS CORP                                      424B3       18072       1994-10-12  edgar/data/18072/0000892917-94-000098.txt           
CASCADE NATURAL GAS CORP                                      424B3       18072       1994-10-14  edgar/data/18072/0000892917-94-000101.txt           
CASCADE NATURAL GAS CORP                                      424B3       18072       1994-10-14  edgar/data/18072/0000892917-94-000102.txt           
CASCADES TRUST                                                NSAR-B      791049      1994-12-06  edgar/data/791049/0000791049-94-000002.txt          
CASEYS GENERAL STORES INC                                     10-Q        726958      1994-12-14  edgar/data/726958/0000910066-94-000028.txt          
CASEYS GENERAL STORES INC                                     10-Q/A      726958      1994-12-08  edgar/data/726958/0000910066-94-000026.txt          
CASEYS GENERAL STORES INC                                     SC 13D/A    726958      1994-12-23  edgar/data/726958/0000910066-94-000031.txt          
CASEYS GENERAL STORES INC                                     SC 13D/A    726958      1994-12-30  edgar/data/726958/0000910066-94-000032.txt          
CASH ACCOUNT TRUST                                            NSAR-A      858372      1994-12-30  edgar/data/858372/0000858372-94-000002.txt          
CASH ACCUMULATION TRUST                                       NSAR-B      748719      1994-11-22  edgar/data/748719/0000748719-94-000004.txt          
CASH AMERICA INTERNATIONAL INC                                10-Q        807884      1994-11-14  edgar/data/807884/0000950134-94-001381.txt          
CASH ASSETS TRUST                                             NSAR-A      749748      1994-12-06  edgar/data/749748/0000749748-94-000002.txt          
CASH TRUST SERIES                                             497         852495      1994-12-28  edgar/data/852495/0000852495-94-000009.txt          
CASTLE A M & CO                                               10-Q        18172       1994-11-09  edgar/data/18172/0000018172-94-000004.txt           
CASTLE CONVERTIBLE FUND INC                                   NSAR-B      18180       1994-12-22  edgar/data/18180/0000018180-94-000004.txt           
CATELLUS DEVELOPMENT CORP                                     10-Q        865937      1994-11-14  edgar/data/865937/0000950149-94-000250.txt          
CATERPILLAR FINANCIAL SERVICES CORP                           10-Q        764764      1994-11-08  edgar/data/764764/0000764764-94-000131.txt          
CATERPILLAR FINANCIAL SERVICES CORP                           424B2       764764      1994-10-06  edgar/data/764764/0000764764-94-000117.txt          
CATERPILLAR FINANCIAL SERVICES CORP                           424B2       764764      1994-10-06  edgar/data/764764/0000764764-94-000118.txt          
CATERPILLAR FINANCIAL SERVICES CORP                           424B2       764764      1994-10-06  edgar/data/764764/0000764764-94-000119.txt          
CATERPILLAR FINANCIAL SERVICES CORP                           424B2       764764      1994-10-06  edgar/data/764764/0000764764-94-000120.txt          
CATERPILLAR FINANCIAL SERVICES CORP                           424B2       764764      1994-10-06  edgar/data/764764/0000764764-94-000121.txt          
CATERPILLAR FINANCIAL SERVICES CORP                           424B2       764764      1994-10-06  edgar/data/764764/0000764764-94-000122.txt          
CATERPILLAR FINANCIAL SERVICES CORP                           424B2       764764      1994-10-06  edgar/data/764764/0000764764-94-000123.txt          
CATERPILLAR FINANCIAL SERVICES CORP                           424B2       764764      1994-10-17  edgar/data/764764/0000764764-94-000125.txt          
CATERPILLAR FINANCIAL SERVICES CORP                           424B2       764764      1994-10-31  edgar/data/764764/0000764764-94-000128.txt          
CATERPILLAR FINANCIAL SERVICES CORP                           424B2       764764      1994-10-31  edgar/data/764764/0000764764-94-000129.txt          
CATERPILLAR FINANCIAL SERVICES CORP                           424B2       764764      1994-11-22  edgar/data/764764/0000764764-94-000135.txt          
CATERPILLAR FINANCIAL SERVICES CORP                           424B2       764764      1994-11-22  edgar/data/764764/0000764764-94-000137.txt          
CATERPILLAR FINANCIAL SERVICES CORP                           424B2       764764      1994-11-22  edgar/data/764764/0000764764-94-000138.txt          
CATERPILLAR FINANCIAL SERVICES CORP                           424B2       764764      1994-11-23  edgar/data/764764/0000764764-94-000144.txt          
CATERPILLAR FINANCIAL SERVICES CORP                           424B2       764764      1994-11-23  edgar/data/764764/0000764764-94-000145.txt          
CATERPILLAR FINANCIAL SERVICES CORP                           424B2       764764      1994-11-23  edgar/data/764764/0000764764-94-000146.txt          
CATERPILLAR FINANCIAL SERVICES CORP                           424B2       764764      1994-11-23  edgar/data/764764/0000764764-94-000147.txt          
CATERPILLAR FINANCIAL SERVICES CORP                           424B2       764764      1994-11-28  edgar/data/764764/0000764764-94-000150.txt          
CATERPILLAR FINANCIAL SERVICES CORP                           424B2       764764      1994-11-28  edgar/data/764764/0000764764-94-000151.txt          
CATERPILLAR FINANCIAL SERVICES CORP                           424B2       764764      1994-12-02  edgar/data/764764/0000764764-94-000159.txt          
CATERPILLAR FINANCIAL SERVICES CORP                           424B2       764764      1994-12-02  edgar/data/764764/0000764764-94-000160.txt          
CATERPILLAR FINANCIAL SERVICES CORP                           424B2       764764      1994-12-02  edgar/data/764764/0000764764-94-000161.txt          
CATERPILLAR FINANCIAL SERVICES CORP                           424B2       764764      1994-12-02  edgar/data/764764/0000764764-94-000162.txt          
CATERPILLAR FINANCIAL SERVICES CORP                           424B2       764764      1994-12-02  edgar/data/764764/0000764764-94-000163.txt          
CATERPILLAR FINANCIAL SERVICES CORP                           424B2       764764      1994-12-02  edgar/data/764764/0000764764-94-000164.txt          
CATERPILLAR FINANCIAL SERVICES CORP                           424B2       764764      1994-12-14  edgar/data/764764/0000764764-94-000169.txt          
CATERPILLAR FINANCIAL SERVICES CORP                           424B2       764764      1994-12-14  edgar/data/764764/0000764764-94-000170.txt          
CATERPILLAR FINANCIAL SERVICES CORP                           424B2       764764      1994-12-14  edgar/data/764764/0000764764-94-000171.txt          
CATERPILLAR FINANCIAL SERVICES CORP                           424B2       764764      1994-12-14  edgar/data/764764/0000764764-94-000172.txt          
CATERPILLAR FINANCIAL SERVICES CORP                           424B2       764764      1994-12-22  edgar/data/764764/0000764764-94-000174.txt          
CATERPILLAR FINANCIAL SERVICES CORP                           424B2       764764      1994-12-27  edgar/data/764764/0000764764-94-000176.txt          
CATERPILLAR INC                                               10-Q        18230       1994-11-07  edgar/data/18230/0000018230-94-000035.txt           
CATERPILLAR INC                                               8-K         18230       1994-12-14  edgar/data/18230/0000018230-94-000036.txt           
CATO CORP                                                     10-Q        18255       1994-12-08  edgar/data/18255/0000018255-94-000008.txt           
CATO CORP                                                     11-K        18255       1994-12-29  edgar/data/18255/0000018255-94-000011.txt           
CBA MONEY FUND                                                N-30D       717288      1994-10-07  edgar/data/717288/0000900092-94-000478.txt          
CBA MONEY FUND                                                NSAR-A      717288      1994-10-26  edgar/data/717288/0000717288-94-000005.txt          
CBI INDUSTRIES INC /DE/                                       10-Q        310431      1994-11-10  edgar/data/310431/0000310431-94-000022.txt          
CBI INDUSTRIES INC /DE/                                       8-A12G/A    310431      1994-12-21  edgar/data/310431/0000310431-94-000024.txt          
CBI INDUSTRIES INC /DE/                                       8-K         310431      1994-10-07  edgar/data/310431/0000310431-94-000021.txt          
CBI INDUSTRIES INC /DE/                                       8-K         310431      1994-12-21  edgar/data/310431/0000310431-94-000023.txt          
